fellow_id,first_name,last_name,state,alc_code,cohort_number,track,enrollment_date,completion_status,certification_status,geopolitical_zone
3MTT-F00767,Nnamdi,Okonkwo,Sokoto,ALC-054,3,Cloud Computing,2024-09-13,complete,certified,North-West
3MTT-F00581,Ifeanyi,Musa,Plateau,ALC-036,3,Data Analysis,2024-09-13,complete,not certified,North-Central
3MTT-F00554,Nneka,Effiong,Yobe,ALC-019,3,DevOps,2024-09-13,incomplete,not certified,North-East
3MTT-F00967,Chukwuemeka,Anyanwu,Katsina,ALC-039,3,UI/UX Design,2024-09-13,complete,certified,North-West
3MTT-F00821,Nneka,Ike,Adamawa,ALC-043,4,Data Analysis,2024-09-14,incomplete,not certified,North-East
3MTT-F00584,Suleiman,Garba,Kano,ALC-004,3,Software Development,2024-09-14,incomplete,not certified,North-West
3MTT-F00234,Temitope,Anyanwu,Abuja,ALC-025,4,Cloud Computing,2024-09-14,complete,certified,North-Central
3MTT-F00692,Halima,Effiong,Ondo,ALC-008,3,Cybersecurity,2024-09-14,complete,certified,South-West
3MTT-F00161,Obinna,Ibrahim,Oyo,ALC-049,4,AI/ML,2024-09-14,complete,not certified,South-West
3MTT-F00737,Babatunde,Nwosu,Niger,ALC-034,4,Cloud Computing,2024-09-14,incomplete,not certified,North-Central
3MTT-F00521,Bola,Bello,Borno,ALC-030,3,Software Development,2024-09-14,incomplete,not certified,North-East
3MTT-F00058,Yusuf,Olawale,Benue,ALC-017,4,Product Management,2024-09-15,complete,certified,North-Central
3MTT-F00026,Nneka,Bello,Abia,ALC-004,3,Software Development,2024-09-15,complete,not certified,North-West
3MTT-F00333,Grace,Ibrahim,Adamawa,ALC-043,3,Software Development,2024-09-15,complete,certified,North-East
3MTT-F00855,Suleiman,Aliyu,Bayelsa,ALC-021,4,Cybersecurity,2024-09-15,incomplete,not certified,South-South
3MTT-F00295,Ifeanyi,Lawal,Zamfara,ALC-021,3,DevOps,2024-09-16,complete,not certified,South-South
3MTT-F00299,Segun,Effiong,Imo,ALC-035,4,Data Analysis,2024-09-16,complete,certified,South-East
3MTT-F00266,Segun,Chukwu,Jigawa,ALC-014,3,UI/UX Design,2024-09-16,incomplete,not certified,North-West
3MTT-F00515,Amina,Okonkwo,Rivers,ALC-044,4,UI/UX Design,2024-09-16,complete,certified,South-East
3MTT-F00502,Temitope,Sule,Enugu,ALC-048,4,Software Development,2024-09-16,complete,certified,South-East
3MTT-F00229,Grace,Aliyu,Jigawa,ALC-031,4,Cloud Computing,2024-09-16,complete,not certified,North-West
3MTT-F00391,Ekene,Nwachukwu,Ebonyi,ALC-038,3,UI/UX Design,2024-09-16,incomplete,not certified,South-East
3MTT-F01067,Chinwe,Okafor,Gombe,ALC-026,3,UI/UX Design,2024-09-17,incomplete,not certified,North-East
3MTT-F00932,Ifeanyi,Olawale,Nasarawa,ALC-051,4,DevOps,2024-09-17,complete,certified,North-Central
3MTT-F00582,Chukwuemeka,Hassan,Osun,ALC-018,4,UI/UX Design,2024-09-17,complete,certified,South-West
3MTT-F01030,Ekene,Badmus,Taraba,ALC-041,4,Product Management,2024-09-17,complete,certified,South-South
3MTT-F01083,Babatunde,Ojo,Gombe,ALC-026,4,UI/UX Design,2024-09-18,complete,certified,North-East
3MTT-F00508,Chukwuemeka,Okafor,Taraba,ALC-037,3,DevOps,2024-09-18,incomplete,not certified,South-East
3MTT-F00292,Halima,Aliyu,Kebbi,ALC-024,4,UI/UX Design,2024-09-18,incomplete,not certified,North-West
3MTT-F01018,Oluwafemi,Abubakar,Abia,ALC-043,4,UI/UX Design,2024-09-19,incomplete,not certified,North-East
3MTT-F00769,Zainab,Badmus,Bayelsa,ALC-021,4,DevOps,2024-09-19,complete,certified,South-South
3MTT-F00927,Suleiman,Afolabi,Gombe,ALC-026,3,Software Development,2024-09-19,incomplete,not certified,North-East
3MTT-F00013,Yusuf,Abubakar,Kano,ALC-004,3,Cybersecurity,2024-09-19,incomplete,not certified,North-West
3MTT-F01127,Bola,Nwosu,Rivers,ALC-019,4,Cybersecurity,2024-09-19,complete,certified,North-East
3MTT-F00314,Zainab,Ike,Kwara,ALC-023,3,DevOps,2024-09-19,complete,not certified,South-South
3MTT-F01079,Temitope,Hassan,Kaduna,ALC-005,3,Cybersecurity,2024-09-20,incomplete,not certified,North-West
3MTT-F00147,Chinwe,Olawale,Cross River,ALC-010,4,Data Analysis,2024-09-20,complete,certified,South-South
3MTT-F00614,Zainab,Chukwu,Rivers,ALC-036,3,UI/UX Design,2024-09-20,complete,certified,North-Central
3MTT-F00059,Adaeze,Olawale,Ondo,ALC-042,3,AI/ML,2024-09-20,complete,certified,South-West
3MTT-F00828,Ifeanyi,Sule,Abia,ALC-037,3,AI/ML,2024-09-21,complete,certified,South-East
3MTT-F01088,Dele,Okafor,Adamawa,ALC-001,3,Data Analysis,2024-09-21,incomplete,not certified,North-East
3MTT-F00271,Nnamdi,Ojo,Osun,ALC-046,4,DevOps,2024-09-21,incomplete,not certified,South-West
3MTT-F00124,Umar,Bello,Borno,ALC-030,3,AI/ML,2024-09-21,incomplete,not certified,North-East
3MTT-F00869,Suleiman,Abubakar,Cross River,ALC-010,4,DevOps,2024-09-22,incomplete,not certified,South-South
3MTT-F00082,Chukwuemeka,Nwosu,Adamawa,ALC-001,4,Cybersecurity,2024-09-22,complete,certified,North-East
3MTT-F00903,Chiamaka,Lawal,Taraba,ALC-013,3,UI/UX Design,2024-09-22,complete,certified,North-Central
3MTT-F00780,Chukwuemeka,Hassan,Lagos,ALC-016,3,AI/ML,2024-09-22,complete,certified,South-West
3MTT-F00851,Ifeanyi,Afolabi,Kogi,ALC-040,3,Product Management,2024-09-22,complete,certified,North-Central
3MTT-F00649,Chiamaka,Badmus,Ekiti,ALC-035,3,Product Management,2024-09-23,complete,certified,South-East
3MTT-F00789,Oluwafemi,Chukwu,Benue,ALC-002,4,AI/ML,2024-09-23,incomplete,not certified,North-Central
3MTT-F00380,Chukwuemeka,Adeyemi,Oyo,ALC-049,3,Data Analysis,2024-09-23,complete,certified,South-West
3MTT-F00657,Bola,Okafor,Bauchi,ALC-006,4,Cloud Computing,2024-09-23,incomplete,not certified,North-East
3MTT-F00339,Nnamdi,Chukwu,Kwara,ALC-051,3,Software Development,2024-09-24,complete,certified,North-Central
3MTT-F00456,Oluwafemi,Yakubu,Abuja,ALC-025,4,DevOps,2024-09-24,incomplete,not certified,North-Central
3MTT-F00859,Babatunde,Aliyu,Abuja,ALC-025,4,Cloud Computing,2024-09-24,complete,certified,North-Central
3MTT-F00818,Ifeanyi,Abubakar,Edo,ALC-041,4,Data Analysis,2024-09-25,complete,certified,South-South
3MTT-F00208,Zainab,Lawal,Jigawa,ALC-031,3,Cloud Computing,2024-09-25,incomplete,not certified,North-West
3MTT-F00149,Nneka,Nwosu,Abia,ALC-008,3,Product Management,2024-09-25,incomplete,not certified,South-West
3MTT-F00459,Adaeze,Ibrahim,Delta,ALC-UNKNOWN,3,Product Management,2024-09-25,incomplete,not certified,
3MTT-F00110,Suleiman,Okafor,Niger,ALC-045,3,DevOps,2024-09-25,incomplete,not certified,North-Central
3MTT-F01066,Temitope,Hassan,Borno,ALC-030,3,DevOps,2024-09-25,incomplete,not certified,North-East
3MTT-F00834,Grace,Badmus,Benue,ALC-017,3,Cloud Computing,2024-09-26,complete,not certified,North-Central
3MTT-F00466,Zainab,Effiong,Delta,ALC-023,3,DevOps,2024-09-26,complete,certified,South-South
3MTT-F00696,Chinwe,Afolabi,Taraba,ALC-028,3,Cloud Computing,2024-09-26,incomplete,not certified,South-East
3MTT-F00926,Segun,Sule,Osun,ALC-046,4,Product Management,2024-09-26,complete,not certified,South-West
3MTT-F00626,Umar,Olawale,Ebonyi,ALC-038,3,Data Analysis,2024-09-27,complete,certified,South-East
3MTT-F01124,Grace,Olawale,Abia,ALC-049,4,Cybersecurity,2024-09-27,incomplete,not certified,South-West
3MTT-F00642,Segun,Abubakar,Edo,ALC-041,3,Cybersecurity,2024-09-27,complete,certified,South-South
3MTT-F00150,Halima,Adeyemi,Ondo,ALC-042,3,Product Management,2024-09-27,complete,certified,South-West
3MTT-F00668,Chiamaka,Ojo,Lagos,ALC-016,4,Cloud Computing,2024-09-27,complete,certified,South-West
3MTT-F00219,Segun,Anyanwu,Borno,ALC-030,4,DevOps,2024-09-27,complete,certified,North-East
3MTT-F00276,Fatima,Effiong,Ondo,ALC-020,3,Cybersecurity,2024-09-28,incomplete,not certified,South-West
3MTT-F01009,Obinna,Aliyu,Oyo,ALC-049,3,UI/UX Design,2024-09-28,incomplete,not certified,South-West
3MTT-F00354,Chinwe,Ike,Oyo,ALC-049,3,Data Analysis,2024-09-28,complete,certified,South-West
3MTT-F00796,Zainab,Chukwu,Plateau,ALC-007,3,Software Development,2024-09-28,complete,certified,North-Central
3MTT-F00937,Maryam,Hassan,Oyo,ALC-049,4,Cybersecurity,2024-09-28,incomplete,not certified,South-West
3MTT-F01129,Babatunde,Adegoke,Yobe,ALC-050,3,Cybersecurity,2024-09-28,incomplete,not certified,North-East
3MTT-F01015,Ifeanyi,Effiong,Enugu,ALC-048,3,DevOps,2024-09-29,incomplete,not certified,South-East
3MTT-F00482,Kayode,Adeyemi,Taraba,ALC-034,3,AI/ML,2024-09-29,complete,certified,North-Central
3MTT-F00361,Oluwafemi,Adegoke,Edo,ALC-041,3,Data Analysis,2024-09-29,complete,not certified,South-South
3MTT-F00804,Ekene,Yakubu,Ebonyi,ALC-037,3,Data Analysis,2024-09-29,complete,certified,South-East
3MTT-F00832,Amina,Hassan,Ebonyi,ALC-037,4,AI/ML,2024-09-29,incomplete,not certified,South-East
3MTT-F00852,Grace,Abubakar,Plateau,ALC-UNKNOWN,4,AI/ML,2024-09-30,complete,certified,
3MTT-F01016,Nnamdi,Afolabi,Gombe,ALC-UNKNOWN,3,DevOps,2024-09-30,complete,certified,
3MTT-F00908,Babatunde,Garba,Plateau,ALC-036,3,Cybersecurity,2024-09-30,complete,certified,North-Central
3MTT-F00221,Zainab,Sule,Zamfara,ALC-038,4,Cloud Computing,2024-09-30,incomplete,not certified,South-East
3MTT-F00042,Zainab,Anyanwu,Nasarawa,ALC-051,4,Data Analysis,2024-10-01,complete,not certified,North-Central
3MTT-F00944,Kayode,Ibrahim,Kano,ALC-004,4,Cloud Computing,2024-10-01,incomplete,not certified,North-West
3MTT-F00312,Ekene,Olawale,Taraba,ALC-024,3,Product Management,2024-10-02,complete,certified,North-West
3MTT-F00344,Suleiman,Abubakar,Niger,ALC-UNKNOWN,3,AI/ML,2024-10-02,incomplete,not certified,
3MTT-F00475,Segun,Lawal,Osun,ALC-046,3,Data Analysis,2024-10-02,incomplete,not certified,South-West
3MTT-F00689,Temitope,Bello,Ebonyi,ALC-037,3,AI/ML,2024-10-02,complete,certified,South-East
3MTT-F00950,Zainab,Adegoke,Imo,ALC-044,3,Software Development,2024-10-02,complete,certified,South-East
3MTT-F00519,Ifeanyi,Badmus,Bayelsa,ALC-021,3,Software Development,2024-10-02,complete,certified,South-South
3MTT-F00419,Yusuf,Hassan,Jigawa,ALC-031,4,Data Analysis,2024-10-03,complete,certified,North-West
3MTT-F00883,Chinwe,Nwachukwu,Cross River,ALC-010,3,Cybersecurity,2024-10-03,complete,certified,South-South
3MTT-F00881,Kayode,Sule,Ebonyi,ALC-037,4,Cloud Computing,2024-10-03,complete,certified,South-East
3MTT-F00759,Fatima,Garba,Niger,ALC-034,3,Data Analysis,2024-10-04,incomplete,not certified,North-Central
3MTT-F01063,Nnamdi,Anyanwu,Enugu,ALC-048,4,Data Analysis,2024-10-04,complete,certified,South-East
3MTT-F00220,Ifeanyi,Musa,Ogun,ALC-030,3,Product Management,2024-10-04,complete,not certified,North-East
3MTT-F00413,Oluwafemi,Lawal,Ogun,ALC-024,3,Product Management,2024-10-04,incomplete,not certified,North-West
3MTT-F00542,Umar,Okafor,Abia,ALC-027,4,Cloud Computing,2024-10-05,complete,certified,South-South
3MTT-F00640,Chukwuemeka,Eze,Kogi,ALC-UNKNOWN,4,Cloud Computing,2024-10-05,incomplete,not certified,
3MTT-F00203,Yusuf,Abubakar,Nasarawa,ALC-051,4,Cybersecurity,2024-10-05,complete,not certified,North-Central
3MTT-F00972,Maryam,Okonkwo,Anambra,ALC-028,4,Software Development,2024-10-05,complete,certified,South-East
3MTT-F00669,Grace,Bello,Abia,ALC-010,3,DevOps,2024-10-05,complete,certified,South-South
3MTT-F00517,Bola,Adegoke,Gombe,ALC-026,3,Data Analysis,2024-10-05,incomplete,not certified,North-East
3MTT-F00795,Amina,Anyanwu,Borno,ALC-030,3,Cybersecurity,2024-10-06,complete,certified,North-East
3MTT-F00562,Amina,Musa,Kebbi,ALC-024,4,Cybersecurity,2024-10-07,incomplete,not certified,North-West
3MTT-F00442,Suleiman,Effiong,Zamfara,ALC-027,3,Software Development,2024-10-07,complete,certified,South-South
3MTT-F01034,Amina,Nwachukwu,Abia,ALC-042,3,Cloud Computing,2024-10-07,incomplete,not certified,South-West
3MTT-F00712,Nneka,Anyanwu,Edo,ALC-041,3,Data Analysis,2024-10-07,complete,certified,South-South
3MTT-F00639,Chukwuemeka,Okafor,Akwa Ibom,ALC-040,3,Product Management,2024-10-07,complete,certified,North-Central
3MTT-F00885,Zainab,Adeyemi,Bauchi,ALC-006,3,Data Analysis,2024-10-08,complete,certified,North-East
3MTT-F00349,Ekene,Nwachukwu,Anambra,ALC-032,4,Software Development,2024-10-09,complete,certified,South-East
3MTT-F00592,Yusuf,Abubakar,Nasarawa,ALC-051,3,Cybersecurity,2024-10-09,incomplete,not certified,North-Central
3MTT-F00784,Oluwafemi,Adegoke,Jigawa,ALC-031,4,Product Management,2024-10-09,incomplete,not certified,North-West
3MTT-F00645,Grace,Ike,Delta,ALC-UNKNOWN,3,Cybersecurity,2024-10-09,incomplete,not certified,
3MTT-F00548,Chiamaka,Abubakar,Kaduna,ALC-015,3,Data Analysis,2024-10-10,incomplete,not certified,North-West
3MTT-F00381,Bola,Eze,Kaduna,ALC-UNKNOWN,3,Cybersecurity,2024-10-10,complete,certified,
3MTT-F00182,Dele,Abubakar,Ogun,ALC-024,3,Data Analysis,2024-10-10,complete,certified,North-West
3MTT-F00940,Maryam,Ibrahim,Taraba,ALC-027,3,Cybersecurity,2024-10-11,complete,certified,South-South
3MTT-F00008,Adaeze,Hassan,Imo,ALC-044,4,Software Development,2024-10-11,complete,certified,South-East
3MTT-F01136,Umar,Eze,Anambra,ALC-032,4,Product Management,2024-10-11,complete,certified,South-East
3MTT-F00597,Temitope,Adeyemi,Enugu,ALC-048,4,UI/UX Design,2024-10-11,complete,certified,South-East
3MTT-F00109,Nneka,Musa,Cross River,ALC-010,3,Cybersecurity,2024-10-12,complete,certified,South-South
3MTT-F00710,Chukwuemeka,Ibrahim,Delta,ALC-023,4,AI/ML,2024-10-12,incomplete,not certified,South-South
3MTT-F01101,Oluwafemi,Anyanwu,Nasarawa,ALC-051,3,Software Development,2024-10-13,complete,certified,North-Central
3MTT-F00275,Dele,Ojo,Ekiti,ALC-002,3,Cloud Computing,2024-10-13,complete,certified,North-Central
3MTT-F00227,Yusuf,Ojo,Abia,ALC-012,4,Cloud Computing,2024-10-13,complete,certified,North-Central
3MTT-F00254,Obinna,Garba,Zamfara,ALC-030,4,Cybersecurity,2024-10-13,complete,certified,North-East
3MTT-F01105,Kayode,Sule,Imo,ALC-035,4,Cybersecurity,2024-10-13,complete,not certified,South-East
3MTT-F01095,Segun,Anyanwu,Zamfara,ALC-003,4,AI/ML,2024-10-14,complete,certified,North-West
3MTT-F01020,Nneka,Adeyemi,Taraba,ALC-019,3,Data Analysis,2024-10-14,incomplete,not certified,North-East
3MTT-F00845,Ifeanyi,Abubakar,Katsina,ALC-039,4,Product Management,2024-10-14,complete,not certified,North-West
3MTT-F00576,Temitope,Aliyu,Benue,ALC-002,3,Cybersecurity,2024-10-14,complete,not certified,North-Central
3MTT-F00180,Chinwe,Afolabi,Nasarawa,ALC-051,4,Cybersecurity,2024-10-15,complete,certified,North-Central
3MTT-F00586,Suleiman,Sule,Kwara,ALC-023,3,UI/UX Design,2024-10-15,incomplete,not certified,South-South
3MTT-F01099,Umar,Nwachukwu,Katsina,ALC-039,3,UI/UX Design,2024-10-15,complete,certified,North-West
3MTT-F01149,Yusuf,Adegoke,Taraba,ALC-017,3,Software Development,2024-10-16,complete,not certified,North-Central
3MTT-F00948,Zainab,Badmus,Enugu,ALC-048,3,Data Analysis,2024-10-16,incomplete,not certified,South-East
3MTT-F00030,Halima,Adeyemi,Oyo,ALC-049,3,UI/UX Design,2024-10-16,complete,certified,South-West
3MTT-F00539,Ekene,Aliyu,Anambra,ALC-028,4,DevOps,2024-10-16,incomplete,not certified,South-East
3MTT-F00826,Amina,Adegoke,Anambra,ALC-028,3,Product Management,2024-10-16,complete,certified,South-East
3MTT-F00253,Chinwe,Okonkwo,Ebonyi,ALC-037,3,Data Analysis,2024-10-16,complete,certified,South-East
3MTT-F00123,Fatima,Ojo,Adamawa,ALC-001,3,Product Management,2024-10-16,complete,certified,North-East
3MTT-F00744,Chiamaka,Ike,Kogi,ALC-011,3,Software Development,2024-10-16,complete,certified,North-Central
3MTT-F00699,Temitope,Chukwu,Rivers,ALC-041,3,Data Analysis,2024-10-17,incomplete,not certified,South-South
3MTT-F00774,Zainab,Lawal,Borno,ALC-030,4,Software Development,2024-10-17,incomplete,not certified,North-East
3MTT-F00728,Obinna,Okonkwo,Ekiti,ALC-025,3,Data Analysis,2024-10-17,complete,certified,North-Central
3MTT-F00723,Segun,Yakubu,Cross River,ALC-027,3,DevOps,2024-10-17,complete,certified,South-South
3MTT-F00522,Yusuf,Hassan,Niger,ALC-045,3,Product Management,2024-10-17,incomplete,not certified,North-Central
3MTT-F00011,Dele,Okonkwo,Borno,ALC-030,3,AI/ML,2024-10-17,incomplete,not certified,North-East
3MTT-F00095,Dele,Garba,Akwa Ibom,ALC-033,3,DevOps,2024-10-18,complete,certified,North-Central
3MTT-F00505,Zainab,Sule,Jigawa,ALC-014,4,Cybersecurity,2024-10-19,incomplete,not certified,North-West
3MTT-F00917,Obinna,Afolabi,Akwa Ibom,ALC-029,3,AI/ML,2024-10-19,complete,certified,North-West
3MTT-F01094,Fatima,Okonkwo,Adamawa,ALC-043,4,UI/UX Design,2024-10-19,complete,not certified,North-East
3MTT-F00375,Halima,Adegoke,Imo,ALC-044,4,AI/ML,2024-10-19,incomplete,not certified,South-East
3MTT-F00036,Zainab,Nwosu,Adamawa,ALC-001,3,Product Management,2024-10-20,complete,certified,North-East
3MTT-F01138,Chiamaka,Yakubu,Delta,ALC-023,3,UI/UX Design,2024-10-20,complete,certified,South-South
3MTT-F00185,Yusuf,Hassan,Bauchi,ALC-006,4,DevOps,2024-10-20,complete,certified,North-East
3MTT-F00878,Kayode,Adeyemi,Kwara,ALC-048,3,Product Management,2024-10-21,incomplete,not certified,South-East
3MTT-F00134,Kayode,Chukwu,Nasarawa,ALC-051,4,Cloud Computing,2024-10-21,incomplete,not certified,North-Central
3MTT-F00469,Segun,Ojo,Bauchi,ALC-006,4,UI/UX Design,2024-10-21,incomplete,not certified,North-East
3MTT-F00840,Grace,Sule,Benue,ALC-012,4,Data Analysis,2024-10-22,complete,not certified,North-Central
3MTT-F00602,Umar,Garba,Oyo,ALC-049,4,DevOps,2024-10-22,incomplete,not certified,South-West
3MTT-F00094,Umar,Anyanwu,Ekiti,ALC-019,4,Software Development,2024-10-22,complete,certified,North-East
3MTT-F00201,Oluwafemi,Lawal,Enugu,ALC-048,4,Product Management,2024-10-23,complete,not certified,South-East
3MTT-F00960,Fatima,Hassan,Oyo,ALC-049,3,Cybersecurity,2024-10-23,complete,certified,South-West
3MTT-F00695,Kayode,Garba,Taraba,ALC-030,4,UI/UX Design,2024-10-23,incomplete,not certified,North-East
3MTT-F00080,Nnamdi,Yakubu,Kebbi,ALC-003,3,DevOps,2024-10-24,complete,not certified,North-West
3MTT-F00401,Dele,Effiong,Ebonyi,ALC-038,3,DevOps,2024-10-24,complete,certified,South-East
3MTT-F00160,Grace,Bello,Niger,ALC-045,4,DevOps,2024-10-24,incomplete,not certified,North-Central
3MTT-F00735,Ekene,Bello,Bayelsa,ALC-021,4,Cybersecurity,2024-10-24,complete,certified,South-South
3MTT-F00945,Amina,Nwachukwu,Kwara,ALC-021,4,UI/UX Design,2024-10-24,complete,certified,South-South
3MTT-F00313,Nneka,Anyanwu,Taraba,ALC-032,3,DevOps,2024-10-25,complete,certified,South-East
3MTT-F00981,Babatunde,Nwachukwu,Nasarawa,ALC-051,3,AI/ML,2024-10-25,complete,certified,North-Central
3MTT-F00003,Yusuf,Yakubu,Edo,ALC-041,4,Data Analysis,2024-10-26,complete,certified,South-South
3MTT-F00490,Umar,Effiong,Kwara,ALC-012,4,Product Management,2024-10-26,complete,not certified,North-Central
3MTT-F00164,Grace,Hassan,Nasarawa,ALC-051,3,Cybersecurity,2024-10-26,complete,certified,North-Central
3MTT-F01000,Suleiman,Lawal,Jigawa,ALC-UNKNOWN,4,Data Analysis,2024-10-26,complete,certified,
3MTT-F00427,Suleiman,Ojo,Lagos,ALC-016,3,Cloud Computing,2024-10-26,complete,certified,South-West
3MTT-F00038,Amina,Chukwu,Kano,ALC-004,4,Cybersecurity,2024-10-27,incomplete,not certified,North-West
3MTT-F00962,Adaeze,Effiong,Yobe,ALC-019,4,Data Analysis,2024-10-27,incomplete,not certified,North-East
3MTT-F00690,Halima,Ibrahim,Osun,ALC-018,3,Cloud Computing,2024-10-27,incomplete,not certified,South-West
3MTT-F00970,Kayode,Ibrahim,Nasarawa,ALC-051,3,Product Management,2024-10-27,complete,not certified,North-Central
3MTT-F00422,Temitope,Hassan,Plateau,ALC-007,4,Software Development,2024-10-28,complete,certified,North-Central
3MTT-F00197,Segun,Badmus,Ekiti,ALC-034,4,UI/UX Design,2024-10-28,complete,certified,North-Central
3MTT-F01071,Amina,Okafor,Anambra,ALC-032,4,UI/UX Design,2024-10-28,incomplete,not certified,South-East
3MTT-F00568,Zainab,Lawal,Bauchi,ALC-006,4,AI/ML,2024-10-29,complete,certified,North-East
3MTT-F00065,Obinna,Afolabi,Rivers,ALC-043,3,Cloud Computing,2024-10-29,incomplete,not certified,North-East
3MTT-F00207,Oluwafemi,Bello,Borno,ALC-030,4,Cloud Computing,2024-10-29,complete,not certified,North-East
3MTT-F00835,Chukwuemeka,Ike,Ondo,ALC-042,4,UI/UX Design,2024-10-30,incomplete,not certified,South-West
3MTT-F00143,Grace,Nwachukwu,Abuja,ALC-025,3,Data Analysis,2024-10-30,complete,certified,North-Central
3MTT-F00663,Ifeanyi,Abubakar,Bayelsa,ALC-021,4,Data Analysis,2024-10-30,incomplete,not certified,South-South
